name,online_order,book_table,rate,votes,location,rest_type,cuisines,price
Vijayawada Heights,1,0,3.0,7,Whitefield,Casual Dining,North Indian,600
The Combo House,1,0,3.3,7,Whitefield,Quick Bites,Fast Food,500
Cream Stone,1,0,4.1,502,Marathahalli,Dessert,Cafe,500
The Good Bowl,1,0,3.1,6,Marathahalli,Delivery/Takeaway,Continental,500
The Waffcake Legacy,1,0,4.0,167,Marathahalli,Dessert,Cafe,350
Warm Oven,1,0,4.0,171,Whitefield,Quick Bites,Fast Food,500
Sweet Truth,1,0,3.8,23,"ITPL Main Road, Whitefield",Delivery/Takeaway,Fast Food,500
Kesar Sweet Shop and Fast Food,0,0,4.1,1123,Brookefield,Quick Bites,North Indian,500
Gusto's Pizza,0,0,3.1,10,Whitefield,Delivery/Takeaway,Fast Food,500
Imperia Restaurant,1,0,2.4,125,Whitefield,Casual Dining,North Indian,500
Kaka Da Dhaba,1,0,3.1,16,Marathahalli,Quick Bites,North Indian,400
Kaati Zone,1,0,3.3,184,Marathahalli,Quick Bites,Fast Food,350
The Paratha Company,1,0,4.2,402,Whitefield,Delivery/Takeaway,North Indian,400
Imperial Restaurant,1,0,3.7,487,Marathahalli,Casual Dining,South Indian,700
Chatora,1,0,3.5,108,Marathahalli,Quick Bites,North Indian,300
Firangi Bake,1,0,4.1,48,Marathahalli,Delivery/Takeaway,Continental,600
FreshMenu,1,0,3.2,835,Whitefield,Delivery/Takeaway,South Indian,450
Meghana Foods Grand,1,0,4.2,3336,Marathahalli,Casual Dining,South Indian,600
Burger King,1,0,3.9,114,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,600
Foodism,1,0,4.1,319,Marathahalli,Delivery/Takeaway,North Indian,300
HOMMS,1,0,4.5,224,Marathahalli,Quick Bites,Asian,300
Chakh Le India,1,0,3.1,92,Marathahalli,Quick Bites,North Indian,300
Juice Berg,1,0,3.7,45,Brookefield,Quick Bites,Beverages,300
Salem Kitchen,0,0,3.4,230,Brookefield,Casual Dining,South Indian,550
Pizza Hut,1,0,3.7,486,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,750
Artinci Artisanal Ice Cream,1,0,4.0,58,Whitefield,Dessert,Cafe,300
Amanthrana Gardenia,1,0,3.8,107,Brookefield,Casual Dining,North Indian,800
M.M.A. Kabab's & Biriyani Center,1,0,3.2,789,Brookefield,Quick Bites,Continental,400
Samosa Singh,1,0,4.0,239,Marathahalli,Quick Bites,Fast Food,200
The Early bell,1,0,3.9,191,Whitefield,Quick Bites,North Indian,300
Faasos,1,0,4.0,176,"ITPL Main Road, Whitefield",Delivery/Takeaway,North Indian,500
Maria Taste Circle,1,0,3.9,666,Marathahalli,Casual Dining,South Indian,450
Hotel Salala,1,0,3.5,18,Brookefield,Quick Bites,North Indian,400
Punjabi Tasty Khana,1,0,3.1,158,Brookefield,Quick Bites,North Indian,450
Maa Bhook Lagi,1,0,4.0,901,Whitefield,Delivery/Takeaway,North Indian,400
A2B - Adyar Ananda Bhavan,1,0,3.7,32,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,200
Palos,1,0,3.3,44,Marathahalli,Quick Bites,Asian,300
Dodda Mane Donne Biryani,0,1,3.1,19,Brookefield,Quick Bites,South Indian,400
Chatpatlal Sweets & Snacks,1,0,4.2,334,Marathahalli,Quick Bites,Fast Food,200
Shan-e-Punjabi Express,1,0,3.1,71,Whitefield,Quick Bites,North Indian,400
Paradise,1,1,3.9,1644,Whitefield,Casual Dining,South Indian,800
Fujian Express,1,0,3.8,32,"Varthur Main Road, Whitefield",Delivery/Takeaway,Asian,200
Mou Tushi Family Restaurant,0,0,3.7,27,Brookefield,Quick Bites,North Indian,150
Corner House Ice Cream,1,0,4.5,949,Marathahalli,Dessert,Cafe,400
Aditya Sweets,1,0,3.7,21,Whitefield,Dessert,East Indian,200
Karma Foods,0,0,3.2,8,Brookefield,Quick Bites,North Indian,250
Stonelicious,1,0,4.1,284,Marathahalli,Dessert,Cafe,300
Udupi Delux,0,0,2.6,140,Brookefield,Casual Dining,South Indian,400
Kritunga Restaurant,0,0,2.9,595,Brookefield,Casual Dining,South Indian,650
Rekha Restaurant,0,0,3.6,97,Brookefield,Quick Bites,North Indian,450
Cold Stone Creamery,1,0,4.3,501,Whitefield,Dessert,Cafe,400
Desi Foodizzz,0,0,3.7,28,Brookefield,Casual Dining,North Indian,600
Jagannath Mess,0,0,0.0,0,Brookefield,Casual Dining,South Indian,300
Foodies Delight,1,0,3.8,178,Whitefield,Quick Bites,North Indian,400
Sri Udupi Park,0,0,3.4,13,Brookefield,Quick Bites,South Indian,300
Cocoa Bakes,0,0,0.0,0,Brookefield,Quick Bites,Fast Food,300
Midas Touch,0,0,3.2,19,Brookefield,Quick Bites,Fast Food,300
Mandya Gowdru Hotel,0,0,3.3,5,Brookefield,Quick Bites,South Indian,200
Venice Kerala Restaurant,0,0,3.7,32,Brookefield,Quick Bites,South Indian,200
Time to Eat,0,0,0.0,0,Brookefield,Quick Bites,North Indian,400
Momos & Me,1,0,0.0,0,Brookefield,Delivery/Takeaway,Asian,200
Ovenstory Pizza,1,0,4.1,74,Marathahalli,Delivery/Takeaway,Fast Food,750
Biggies Burger 'n' More,1,0,3.8,63,Marathahalli,Cafe,Cafe,650
TBC - The Breakfast Company,1,0,3.8,26,Marathahalli,Quick Bites,East Indian,150
Shanmukha,1,0,4.0,546,Brookefield,Casual Dining,South Indian,800
Office Lunch Box,1,0,3.7,111,Whitefield,Delivery/Takeaway,South Indian,200
Desi Khana,1,0,3.4,242,"Varthur Main Road, Whitefield",Quick Bites,North Indian,300
Skandas Veg Restaurant,0,0,3.2,22,Brookefield,Casual Dining,South Indian,400
Orchard Fresh,0,0,3.3,21,Brookefield,Dessert,Cafe,400
Waffle Square,1,0,3.9,24,Marathahalli,Dessert,Cafe,300
Red Chilli,0,0,3.0,18,Brookefield,Casual Dining,Asian,600
Om Sweets & Fast Food,0,0,3.4,19,Brookefield,Quick Bites,North Indian,200
Mast Kalandar,0,0,2.4,229,Brookefield,Casual Dining,North Indian,450
Onesta,1,1,4.6,2750,Marathahalli,Casual Dining,Fast Food,600
New Ambur Hot Dum Biryani,0,0,3.0,8,Brookefield,Quick Bites,South Indian,300
Chatpata,0,0,3.2,4,Brookefield,Quick Bites,Fast Food,500
Andhra Spices,0,0,3.2,4,Brookefield,Quick Bites,South Indian,400
Basaveshwara Khanavali,0,0,0.0,0,Brookefield,Quick Bites,South Indian,200
Curries & Pickles,0,0,0.0,0,Brookefield,Quick Bites,South Indian,400
Eat Eroo - Bombay Vada Pav,0,0,0.0,0,Brookefield,Quick Bites,Fast Food,200
Sri Ganesh Andhra Mess,0,0,0.0,0,Brookefield,Casual Dining,South Indian,300
CocoFresh,0,0,3.3,4,Brookefield,Quick Bites,Beverages,300
New Ambur Biryani,0,0,0.0,0,Brookefield,Quick Bites,South Indian,300
Punjabi Thadka,0,0,0.0,0,Brookefield,Quick Bites,North Indian,400
Fete Home Kitchen,0,0,0.0,0,Brookefield,Delivery/Takeaway,North Indian,500
Nawabi Kitchen,0,0,0.0,0,Brookefield,Casual Dining,North Indian,600
Bhama New2De,0,0,0.0,0,Brookefield,Delivery/Takeaway,North Indian,200
Happy Cook,0,0,0.0,0,Brookefield,Delivery/Takeaway,North Indian,400
Ghar Ka Aahar,0,0,0.0,0,Brookefield,Delivery/Takeaway,North Indian,400
Grandees Bakes & Juice,0,0,0.0,0,Brookefield,Quick Bites,Fast Food,250
Nirvana,0,0,0.0,0,Brookefield,Quick Bites,North Indian,400
Zam Zam Biriyani Hotel,0,0,0.0,0,Brookefield,Quick Bites,North Indian,400
Bangalore Food Cafe,0,0,0.0,0,Brookefield,Quick Bites,North Indian,300
U.P. Dhaba,1,0,2.8,511,Whitefield,Quick Bites,North Indian,350
KFC,1,0,2.8,246,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,400
Windy- Taste Of Home,1,1,3.6,109,Whitefield,Quick Bites,North Indian,300
Dunkin' Donuts,1,0,4.0,180,Brookefield,Quick Bites,Fast Food,550
Expresso Restaurant,1,0,3.5,4,Whitefield,Delivery/Takeaway,Fast Food,400
Brew and Barbeque - A Microbrewery Pub,1,1,4.7,5746,Marathahalli,Bar,Continental,1400
Al-Bek,1,0,3.6,118,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,300
Ganesh Bhavan,1,0,4.0,69,Brookefield,Quick Bites,South Indian,200
Abhiruchi Andhra Mess,1,0,3.4,31,Whitefield,Casual Dining,South Indian,300
WOW! Momo,1,0,2.9,44,Whitefield,Quick Bites,Asian,400
Punjabi Twist,1,0,4.1,141,Marathahalli,Quick Bites,North Indian,300
Sidewalk - The Garden Bar,1,1,4.5,2949,Marathahalli,Bar,North Indian,1300
Shreeji Restaurant,1,0,3.8,36,"ITPL Main Road, Whitefield",Delivery/Takeaway,North Indian,300
Chaat Street,1,0,4.1,219,"Varthur Main Road, Whitefield",Quick Bites,Fast Food,250
Thalassery Restaurant,1,0,3.0,530,Whitefield,Casual Dining,South Indian,500
Beijing Bites,1,0,3.4,23,"Varthur Main Road, Whitefield",Delivery/Takeaway,Asian,400
North Wale Restaurant,0,0,2.9,115,Brookefield,Casual Dining,North Indian,800
Radha Rani,1,0,3.3,244,Brookefield,Quick Bites,North Indian,400
Chickpet Donne Biryani House,1,0,3.7,80,Marathahalli,Casual Dining,South Indian,600
Nandini Deluxe,0,0,2.8,55,Brookefield,Casual Dining,North Indian,600
Sorse,1,1,4.0,956,Whitefield,Casual Dining,North Indian,750
Nizam's Biryani House,1,0,3.9,756,Marathahalli,Casual Dining,North Indian,1000
Cake Menu,1,0,3.5,25,Marathahalli,Quick Bites,Fast Food,400
WAH MOMO,1,0,0.0,0,"ITPL Main Road, Whitefield",Quick Bites,Asian,300
Le Charcoal,1,1,3.9,328,Brookefield,Casual Dining,Continental,600
Galito's,1,1,4.6,586,Whitefield,Casual Dining,Continental,1000
Delhi Walle,1,0,3.9,631,Marathahalli,Quick Bites,North Indian,300
Lassi Corner,1,0,3.7,141,Marathahalli,Quick Bites,Beverages,300
Delhi Kitchen,1,0,2.9,142,"ITPL Main Road, Whitefield",Delivery/Takeaway,North Indian,400
Nandighosha,1,0,3.6,535,Marathahalli,Quick Bites,North Indian,400
Coastal Hub,1,1,4.0,364,Whitefield,Casual Dining,South Indian,700
Shyam's Lunch Box,1,0,3.2,9,Whitefield,Quick Bites,South Indian,300
Andhra Biryanis,1,0,4.0,108,Whitefield,Casual Dining,South Indian,700
Raj Donne Biriyani,1,0,3.5,15,Marathahalli,Quick Bites,South Indian,450
Suryawanshi,1,0,4.1,926,Whitefield,Casual Dining,South Indian,700
9D Foods,1,0,4.0,458,Marathahalli,Quick Bites,North Indian,400
Behrouz Biryani,1,0,3.9,167,Whitefield,Delivery/Takeaway,South Indian,650
Estaa Sweets,1,0,3.3,5,Whitefield,Dessert,East Indian,300
The Fat Chef,1,1,4.1,1739,Whitefield,Casual Dining,Asian,1400
New Paratha Corner,1,0,3.9,175,Whitefield,Quick Bites,North Indian,350
The Egg Factory,1,0,4.0,738,Whitefield,Casual Dining,Continental,750
Daily Sushi,1,0,3.8,56,Whitefield,Casual Dining,Asian,900
AKS Family Dhaba And Restaurant,1,0,3.6,41,Marathahalli,Quick Bites,North Indian,500
Punjabi Kitchen,1,0,3.6,202,Whitefield,Quick Bites,Asian,400
Boondock Bistro,1,1,4.0,1623,Whitefield,Casual Dining,Continental,900
UBQ by Barbeque Nation,1,0,3.5,10,Whitefield,Delivery/Takeaway,North Indian,450
Healthie,1,0,3.9,118,Whitefield,Delivery/Takeaway,South Indian,600
Omleterian,1,0,3.3,4,Whitefield,Delivery/Takeaway,Continental,200
Cakesta,1,0,4.1,119,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,500
Mani's Dum Biryani,1,0,3.9,279,Marathahalli,Casual Dining,South Indian,750
Kshatriya's Kitchen,1,0,3.7,54,Whitefield,Quick Bites,South Indian,300
Biryani Paradise,1,0,3.8,131,Whitefield,Casual Dining,South Indian,700
Bangaliana,1,0,3.6,124,Marathahalli,Quick Bites,North Indian,600
Litti House,1,0,3.9,195,Brookefield,Quick Bites,North Indian,300
Kalla's Restaurant,1,0,3.6,19,Marathahalli,Quick Bites,North Indian,200
Sherlock's Pub,1,1,3.5,261,Brookefield,Bar,Continental,1500
Leon Grill,1,0,4.0,652,Marathahalli,Quick Bites,Continental,450
Koylas,1,0,3.0,9,Brookefield,Quick Bites,North Indian,400
Green Hyderabad Biryani House,1,0,3.8,424,Whitefield,Casual Dining,South Indian,800
Cafesta,1,0,4.3,559,Whitefield,Cafe,Cafe,550
Nagas,1,0,3.5,94,Whitefield,Quick Bites,South Indian,500
YumYumDilli,1,0,3.3,34,Whitefield,Delivery/Takeaway,North Indian,500
Slurpy Shakes,1,0,3.5,8,Whitefield,Quick Bites,Beverages,300
Lassi Shop,1,0,3.7,11,Marathahalli,Quick Bites,Beverages,200
Taste Of India Family Restaurant,1,0,3.4,226,Whitefield,Quick Bites,North Indian,400
Hyderabad Biryaani House,1,0,3.5,374,Whitefield,Casual Dining,South Indian,550
Chefactory Gold by Flechazo,1,0,3.7,353,Whitefield,Casual Dining,North Indian,700
R R Noodles Express,1,0,3.6,56,Marathahalli,Delivery/Takeaway,Asian,300
Biryani Feast,1,0,2.9,132,Marathahalli,Delivery/Takeaway,South Indian,600
Chulha Chauki Da Dhaba,1,0,4.1,295,Marathahalli,Casual Dining,North Indian,1000
RoadHouse Grill,1,0,3.8,99,Whitefield,Quick Bites,North Indian,450
Chai Point,1,0,3.8,90,Whitefield,Quick Bites,Cafe,250
eat.fit,1,0,4.4,1034,Whitefield,Delivery/Takeaway,South Indian,500
You Mee,1,0,4.7,231,Whitefield,Casual Dining,Asian,2000
Melting Melodies,1,0,0.0,0,Whitefield,Quick Bites,Fast Food,600
Special Biryani House,1,0,3.2,202,Whitefield,Unknown,North Indian,400
Akshara,1,0,4.0,136,Marathahalli,Casual Dining,South Indian,1000
Spellbound,1,0,3.3,4,Whitefield,Quick Bites,Fast Food,400
Sri Rajalakshmi Sweets,1,0,3.6,22,Marathahalli,Dessert,East Indian,300
Foxtrot,1,1,4.4,1151,Marathahalli,Bar,North Indian,1200
Just Shawarma,1,0,3.8,197,Brookefield,Quick Bites,Continental,300
Namma Madurai,1,0,3.6,20,"Varthur Main Road, Whitefield",Quick Bites,South Indian,200
Just Bake,1,0,3.7,81,Brookefield,Quick Bites,Fast Food,400
BIB-Breakfast in the Box,1,0,3.7,61,Whitefield,Delivery/Takeaway,Continental,600
Cupcake Bliss,1,0,3.2,6,Brookefield,Quick Bites,Fast Food,250
Kababji Cafe,1,0,0.0,0,"Varthur Main Road, Whitefield",Quick Bites,Continental,300
Nagas,1,0,3.0,9,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,300
Estaa Sweets,1,0,3.3,5,Marathahalli,Dessert,East Indian,300
nu.tree,1,0,4.3,170,Whitefield,Quick Bites,North Indian,400
Dil Se Dilli,1,0,3.8,281,Whitefield,Casual Dining,North Indian,700
Rajdhani Thali Restaurant,1,1,3.8,741,Whitefield,Casual Dining,North Indian,900
Barkaas,1,1,4.3,176,Marathahalli,Casual Dining,Continental,1000
Khan Saheb Grills and Rolls,1,0,3.8,303,Whitefield,Quick Bites,Fast Food,350
Simhapuri Kitchen,1,1,4.0,510,Brookefield,Casual Dining,South Indian,800
Bobacha,1,0,4.1,74,Whitefield,Quick Bites,Beverages,300
Punjab Grill,1,0,4.9,518,Whitefield,Casual Dining,North Indian,2000
Biryani Kitchen,1,0,4.3,627,Whitefield,Quick Bites,South Indian,450
Palak Ande Ka Funda,1,0,3.3,90,Brookefield,Quick Bites,North Indian,300
Chaat Bazaar,1,0,3.7,34,Whitefield,Quick Bites,Fast Food,300
The Farm House Bar n Grill,0,0,3.7,34,Whitefield,Casual Dining,North Indian,800
Odisha Platter,1,0,3.8,294,Marathahalli,Quick Bites,East Indian,350
Goli Vada Pav No. 1,1,0,3.7,188,Brookefield,Quick Bites,Fast Food,200
Desi Bites,1,0,3.9,79,Marathahalli,Quick Bites,North Indian,250
Keventers,1,0,3.6,63,"ITPL Main Road, Whitefield",Quick Bites,Cafe,400
@ Biryani Central,1,0,2.7,135,Marathahalli,Casual Dining,South Indian,550
Bangalore Mandarin,1,0,4.2,764,Whitefield,Casual Dining,Asian,1100
Masala Chai,1,0,4.1,191,Whitefield,Quick Bites,Beverages,250
Chatpata India,1,0,3.9,100,Whitefield,Quick Bites,North Indian,400
Oliver's Pub & Diner,1,1,3.9,539,Whitefield,Bar,Fast Food,1500
Shake The Shake,1,0,0.0,0,Whitefield,Quick Bites,Cafe,200
Biriyani Zone,1,0,3.9,1618,Whitefield,Casual Dining,South Indian,800
New Punjabi Tasty Khana,1,0,3.0,177,Whitefield,Quick Bites,North Indian,400
Desi Khana,1,0,0.0,0,Whitefield,Quick Bites,North Indian,300
Glen's Bakehouse,1,1,4.2,794,Whitefield,Quick Bites,Fast Food,600
Chin Chin by The Biere Club,1,1,4.2,263,Whitefield,Casual Dining,Asian,1500
Stoner,1,0,4.3,544,Whitefield,Dessert,Cafe,500
Cafe Xtasi,1,0,3.0,16,"Varthur Main Road, Whitefield",Delivery/Takeaway,Fast Food,150
NH8,1,1,4.1,471,Whitefield,Casual Dining,North Indian,800
Cake Dilim,1,0,3.5,16,Whitefield,Dessert,Fast Food,400
Toscano,1,1,4.3,1017,Whitefield,Casual Dining,Continental,1500
Kerala Restaurant,1,0,3.4,66,Whitefield,Quick Bites,South Indian,450
Real Fresh Dosa Corner,1,0,4.2,253,Brookefield,Quick Bites,South Indian,200
Tall Blonde French,1,0,3.7,81,Brookefield,Quick Bites,Fast Food,400
Lashiwalla,1,0,2.9,14,Marathahalli,Quick Bites,Beverages,100
Momo Mania,1,0,3.9,26,Brookefield,Quick Bites,Asian,300
Gowri Gajanand Sweets,1,0,4.0,63,Brookefield,Dessert,East Indian,300
Sri Sai Bhavan,1,0,3.6,37,Brookefield,Quick Bites,South Indian,300
Shake It Off,1,0,3.9,52,Brookefield,Quick Bites,Beverages,600
iCloud Irany Cafe,1,0,0.0,0,Brookefield,Quick Bites,South Indian,120
Madhu's Tandoori Kitchen,1,0,3.0,17,Marathahalli,Quick Bites,North Indian,350
New Tandoori Point,1,0,2.4,56,Marathahalli,Casual Dining,North Indian,600
East Delicious,1,0,4.0,497,Marathahalli,Casual Dining,Asian,600
Rolls Plaza,1,0,3.7,61,Marathahalli,Quick Bites,Fast Food,200
Mirchi Bites- Spice Heaven,1,0,2.7,12,Marathahalli,Casual Dining,South Indian,650
Habib Shaheb Kolkatta Katti Rolls,1,0,3.3,4,Whitefield,Quick Bites,Fast Food,200
Wat-a-Biryani,1,0,0.0,0,Marathahalli,Delivery/Takeaway,South Indian,500
The Belgian Waffle Company,1,0,3.9,48,Brookefield,Dessert,Cafe,250
Dhaba Estd 1986 Delhi,1,1,4.4,1216,Marathahalli,Casual Dining,North Indian,1100
Suchithra Biryani House,1,0,4.0,388,Marathahalli,Casual Dining,South Indian,500
Andhra Mess,1,0,2.8,17,Brookefield,Casual Dining,South Indian,400
Waffle Stories,1,0,3.6,13,Marathahalli,Dessert,Cafe,300
Sea Pot,1,0,3.5,9,Marathahalli,Casual Dining,Seafood,800
Hind Ka Chulah,1,0,3.7,204,Marathahalli,Quick Bites,North Indian,600
Vegtaurant,1,0,3.7,88,Whitefield,Quick Bites,North Indian,300
Ramdev Sagar,1,0,3.9,39,Brookefield,Quick Bites,South Indian,250
Kapoor's Cafe,0,0,4.2,2992,Whitefield,Casual Dining,North Indian,800
Eat And Be Fit,1,0,0.0,0,Whitefield,Quick Bites,South Indian,250
The Dhaba,0,1,2.7,442,Marathahalli,Casual Dining,North Indian,900
Bhagini IRIS,0,0,3.6,115,Whitefield,Casual Dining,North Indian,600
Bhagini Kitchen And Bar,0,0,3.8,35,Marathahalli,Casual Dining,South Indian,1100
Whats Ap,0,0,3.3,6,Whitefield,Casual Dining,South Indian,800
Pulla Reddy Sweets,0,0,3.7,28,Whitefield,Dessert,East Indian,250
Apsara Ice Cream,0,0,4.0,90,Whitefield,Dessert,Cafe,200
Ashirvad Veg,0,0,3.4,9,Marathahalli,Quick Bites,South Indian,300
Chandu Andhra Mess,0,0,0.0,0,Whitefield,Casual Dining,South Indian,500
Sai Foods,0,0,4.1,122,Marathahalli,Quick Bites,North Indian,200
Kabab Mirchi,0,0,3.4,46,Whitefield,Quick Bites,North Indian,350
Kitchen Online,0,0,3.3,6,Whitefield,Delivery/Takeaway,North Indian,300
Annapurna Bengali Restaurant,0,0,3.9,50,Whitefield,Casual Dining,North Indian,500
California Burrito,0,0,3.9,123,Whitefield,Quick Bites,Continental,400
Temptation,0,0,0.0,0,Whitefield,Quick Bites,North Indian,300
Facebake,0,0,4.0,50,Marathahalli,Dessert,Cafe,300
Chacha Ka Dhaba,0,0,0.0,0,Whitefield,Quick Bites,North Indian,400
Kolkata Famous Kati Roll,0,0,0.0,0,Whitefield,Delivery/Takeaway,Fast Food,150
Odia By Nature,0,0,3.7,41,Marathahalli,Quick Bites,East Indian,500
Food Point,0,0,3.2,167,Whitefield,Casual Dining,North Indian,450
Bombay Kulfis,0,0,0.0,0,Whitefield,Dessert,Cafe,200
Oven Fresh,0,0,2.9,21,Whitefield,Quick Bites,Fast Food,600
Sweet Chariot,0,0,2.8,34,Marathahalli,Quick Bites,Fast Food,500
Lassi Xpress,0,0,3.4,7,"ITPL Main Road, Whitefield",Quick Bites,Beverages,200
Palar Restaurant,0,0,3.6,19,Marathahalli,Casual Dining,South Indian,700
Wok With Chung,0,0,3.8,688,Marathahalli,Casual Dining,Asian,1000
Hyderabad Cuisine Multicuisine Restaurant,0,0,3.7,198,Whitefield,Casual Dining,North Indian,700
Biryani Lakhnawi,0,0,3.6,13,Marathahalli,Quick Bites,North Indian,500
Bengaluru Square,0,0,3.5,25,Marathahalli,Quick Bites,Asian,300
Green Chillies,0,0,0.0,0,Whitefield,Quick Bites,North Indian,750
Hyderabad Cuisine,0,0,2.8,70,"Varthur Main Road, Whitefield",Casual Dining,Seafood,650
Kerala Kitchen,0,0,3.4,82,Marathahalli,Unknown,South Indian,550
Ammi's Biryani,0,0,2.1,342,Marathahalli,Quick Bites,South Indian,500
Prajwal The Restaurant,0,0,3.3,47,Marathahalli,Quick Bites,North Indian,300
Rayan's Biryani,0,0,3.6,26,Marathahalli,Quick Bites,South Indian,450
Oak Tavern,0,0,3.5,9,Whitefield,Casual Dining,Continental,1000
Corprate Biriyani Adda,0,0,3.0,5,Whitefield,Casual Dining,North Indian,500
Saha Cabin Bengali Hotel,0,0,3.4,5,Whitefield,Quick Bites,North Indian,300
Supreme Biryani,0,0,0.0,0,East Bangalore,Delivery/Takeaway,South Indian,400
F5,0,0,0.0,0,Whitefield,Quick Bites,North Indian,300
Yummy Dum Biriyani,0,0,0.0,0,Whitefield,Quick Bites,South Indian,500
Karavalli Food Court,0,0,3.2,4,Whitefield,Casual Dining,South Indian,400
Cafe of Joy,0,0,3.7,51,Whitefield,Casual Dining,Continental,600
Foodie,0,0,0.0,0,Whitefield,Quick Bites,Asian,300
Nawabi Handi,0,0,3.4,23,Whitefield,Quick Bites,South Indian,350
Baba Fattoosh,0,0,3.6,14,Whitefield,Delivery/Takeaway,North Indian,300
Andhra Box,0,0,3.2,4,Marathahalli,Quick Bites,South Indian,400
Udupi Veg Express,0,0,0.0,0,Whitefield,Quick Bites,South Indian,250
Rara Avis,0,0,3.6,9,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,400
Priyanka's Kitchen,0,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,350
Kabab Ghar,0,0,3.2,4,Whitefield,Delivery/Takeaway,South Indian,600
Nawab-E-Khana,0,0,3.1,6,Whitefield,Quick Bites,North Indian,500
Poorva's Kitchen,0,0,0.0,0,Whitefield,Delivery/Takeaway,South Indian,200
Indian Tasty Kitchen,0,0,0.0,0,Marathahalli,Quick Bites,South Indian,400
Kerala Mess,0,0,3.2,8,Marathahalli,Casual Dining,South Indian,300
Wish Pot,0,0,3.4,8,Whitefield,Delivery/Takeaway,North Indian,300
Delhiciouss,0,0,3.7,24,Whitefield,Quick Bites,North Indian,300
Swad E Punjab,0,0,3.4,6,Whitefield,Casual Dining,North Indian,600
Shanghai Times,0,0,3.4,9,Whitefield,Quick Bites,Asian,400
ReadyBowl,0,0,3.4,32,Whitefield,Delivery/Takeaway,South Indian,400
Kailash Parbat,0,0,2.6,84,Whitefield,Quick Bites,North Indian,400
Hello Curry,0,0,2.8,58,Marathahalli,Unknown,North Indian,600
Real Ambur Dum Biryani,0,0,0.0,0,Whitefield,Quick Bites,South Indian,250
Daily Bread,0,0,0.0,0,Whitefield,Quick Bites,Fast Food,600
Tiffinmates,0,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,300
Palahaaram,0,0,0.0,0,Whitefield,Quick Bites,Fast Food,500
Eat Eroo Bombay Vada Pav & Chats,0,0,0.0,0,Marathahalli,Quick Bites,Fast Food,200
Rajanna Mane Oota,0,0,0.0,0,"Varthur Main Road, Whitefield",Quick Bites,South Indian,200
Ofoodz,0,0,0.0,0,Marathahalli,Delivery/Takeaway,North Indian,300
Vydehi Green Park Multicuisine Restaurant,0,0,0.0,0,Whitefield,Quick Bites,North Indian,400
Renees Cake Art,0,0,0.0,0,"Varthur Main Road, Whitefield",Quick Bites,Fast Food,400
Cake Mane,0,0,0.0,0,Marathahalli,Quick Bites,Fast Food,400
Krishna Bhojan,0,0,0.0,0,Marathahalli,Quick Bites,North Indian,300
Kitchen Stories,0,0,0.0,0,"Varthur Main Road, Whitefield",Unknown,North Indian,400
Hot Attack Restaurant,0,0,0.0,0,Whitefield,Casual Dining,North Indian,500
99 Udupi Veg,0,0,0.0,0,Marathahalli,Quick Bites,South Indian,300
Aahar,0,0,0.0,0,Marathahalli,Quick Bites,North Indian,500
The Milkshake Theory,0,0,0.0,0,Whitefield,Quick Bites,Beverages,400
Baba Da Dhaba,0,0,0.0,0,"Varthur Main Road, Whitefield",Delivery/Takeaway,North Indian,400
RICE BAR,0,0,3.0,10,Marathahalli,Delivery/Takeaway,North Indian,500
Hotel North Indian Express,0,0,0.0,0,Whitefield,Quick Bites,North Indian,250
Traffic Jam,0,0,0.0,0,Whitefield,Quick Bites,North Indian,400
